"Series_Name","Series_Code","Country_Name","Country_Code","Factor","Year","Value"
"Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","Philippines","PHL","Foreign_investment","2012","3215415155.43567"
"Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","Philippines","PHL","Foreign_investment","2013","3737371739.84519"
"Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","Philippines","PHL","Foreign_investment","2015","5639155961.87389"
"Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","Philippines","PHL","Foreign_investment","2017","10256442398.8834"
"Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","Philippines","PHL","Foreign_investment","2019","8671365873.65689"
"Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","Philippines","PHL","Foreign_investment","2021","11983363327.4772"
"Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","Philippines","PHL","Foreign_investment","2023","9116297668.29214"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Haiti","HTI","National_income","2000","58.861082313094528"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Haiti","HTI","National_income","2002","-1.6115301419338977"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Haiti","HTI","National_income","2004","4.377337804454811"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Haiti","HTI","National_income","2006","0.90673179001746007"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Haiti","HTI","National_income","2008","0.01021236228207556"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Haiti","HTI","National_income","2009","8.4317774137369526"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Haiti","HTI","National_income","2010","-8.6625266378344037"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Haiti","HTI","National_income","2011","1.5468648145010633"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Haiti","HTI","National_income","2012","0.77753380100607217"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Haiti","HTI","National_income","2013","6.9701816544352084"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Haiti","HTI","National_income","2015","5.0720153939054882"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Haiti","HTI","National_income","2017","3.730656262926459"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Haiti","HTI","National_income","2019","-1.0461180065813096"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Haiti","HTI","National_income","2021","1.7715348977067009"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Haiti","HTI","National_income","2023",NA
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Dominican Republic","DOM","National_income","2000","2.8778849942910085"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Dominican Republic","DOM","National_income","2002","3.3070343005759497"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Dominican Republic","DOM","National_income","2004","0.62644385860120622"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Dominican Republic","DOM","National_income","2006","8.5710965383720747"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Dominican Republic","DOM","National_income","2008","4.6569928485945979"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Dominican Republic","DOM","National_income","2009","4.0153788313792091"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Dominican Republic","DOM","National_income","2010","7.0804212033258977"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Dominican Republic","DOM","National_income","2011","1.0902249141718272"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Dominican Republic","DOM","National_income","2012","2.89265382381852"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Dominican Republic","DOM","National_income","2013","2.6455749499120884"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Dominican Republic","DOM","National_income","2015","11.268033374513919"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Dominican Republic","DOM","National_income","2017","2.59287064138249"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Dominican Republic","DOM","National_income","2019","5.0329978296281865"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Dominican Republic","DOM","National_income","2021","4.8925450710242586"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Dominican Republic","DOM","National_income","2023",NA
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Jamaica","JAM","National_income","2000",NA
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Jamaica","JAM","National_income","2002",NA
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Jamaica","JAM","National_income","2004",NA
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Jamaica","JAM","National_income","2006",NA
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Jamaica","JAM","National_income","2008","-4.64773154818333"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Jamaica","JAM","National_income","2009","-4.2434972105625235"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Jamaica","JAM","National_income","2010","0.89704987925011892"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Jamaica","JAM","National_income","2011","0.0094314862046047665"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Jamaica","JAM","National_income","2012","2.0808565661235576"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Jamaica","JAM","National_income","2013","-1.3186041908583235"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Jamaica","JAM","National_income","2015","3.1150326035322706"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Jamaica","JAM","National_income","2017","2.632023320863027"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Jamaica","JAM","National_income","2019","1.6855352579569"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Jamaica","JAM","National_income","2021",NA
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Jamaica","JAM","National_income","2023",NA
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Cuba","CUB","National_income","2000","2.498706352384545"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Cuba","CUB","National_income","2002","2.2831650487875663"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Cuba","CUB","National_income","2004","5.6919696339067656"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Cuba","CUB","National_income","2006","13.863845102716184"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Cuba","CUB","National_income","2008","-2.2193297635419498"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Cuba","CUB","National_income","2009","3.569512290765033"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Cuba","CUB","National_income","2010","7.2424315335300378"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Cuba","CUB","National_income","2011","0.4065732778660589"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Cuba","CUB","National_income","2012","5.1563680500958924"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Cuba","CUB","National_income","2013","2.9418398905532541"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Cuba","CUB","National_income","2015","5.1730859349614349"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Cuba","CUB","National_income","2017","1.4610931014878332"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Cuba","CUB","National_income","2019","0.29210643882431953"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Cuba","CUB","National_income","2021",NA
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Cuba","CUB","National_income","2023",NA
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Philippines","PHL","National_income","2000","2.0910549542558812"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Philippines","PHL","National_income","2002","2.9915542856107749"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Philippines","PHL","National_income","2004","2.1976105161234614"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Philippines","PHL","National_income","2006","4.7596233218510946"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Philippines","PHL","National_income","2008","5.3731453165373892"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Philippines","PHL","National_income","2009","5.2981353058304137"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Philippines","PHL","National_income","2010","6.84724369854834"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Philippines","PHL","National_income","2011","0.951025138909273"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Philippines","PHL","National_income","2012","8.9837093733824247"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Philippines","PHL","National_income","2013","8.3918942366516518"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Philippines","PHL","National_income","2015","6.9504330070218288"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Philippines","PHL","National_income","2017","6.448506954757562"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Philippines","PHL","National_income","2019","3.9621082441949227"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Philippines","PHL","National_income","2021","-2.1971587679237103"
"Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","Philippines","PHL","National_income","2023",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Haiti","HTI","Unemployment","2000",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Haiti","HTI","Unemployment","2002",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Haiti","HTI","Unemployment","2004",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Haiti","HTI","Unemployment","2006",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Haiti","HTI","Unemployment","2008",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Haiti","HTI","Unemployment","2009",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Haiti","HTI","Unemployment","2010",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Haiti","HTI","Unemployment","2011",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Haiti","HTI","Unemployment","2012","14.1"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Haiti","HTI","Unemployment","2013",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Haiti","HTI","Unemployment","2015",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Haiti","HTI","Unemployment","2017",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Haiti","HTI","Unemployment","2019",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Haiti","HTI","Unemployment","2021",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Haiti","HTI","Unemployment","2023",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Dominican Republic","DOM","Unemployment","2000","6.432"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Dominican Republic","DOM","Unemployment","2002","6.779"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Dominican Republic","DOM","Unemployment","2004","6.303"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Dominican Republic","DOM","Unemployment","2006","5.655"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Dominican Republic","DOM","Unemployment","2008","4.764"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Dominican Republic","DOM","Unemployment","2009","5.467"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Dominican Republic","DOM","Unemployment","2010","5.212"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Dominican Republic","DOM","Unemployment","2011","6.087"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Dominican Republic","DOM","Unemployment","2012","6.722"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Dominican Republic","DOM","Unemployment","2013","7.352"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Dominican Republic","DOM","Unemployment","2015","7.605"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Dominican Republic","DOM","Unemployment","2017","5.832"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Dominican Republic","DOM","Unemployment","2019","6.356"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Dominican Republic","DOM","Unemployment","2021","7.702"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Dominican Republic","DOM","Unemployment","2023","5.555"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Jamaica","JAM","Unemployment","2000","15.539"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Jamaica","JAM","Unemployment","2002","14.191"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Jamaica","JAM","Unemployment","2004","12.205"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Jamaica","JAM","Unemployment","2006","10.325"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Jamaica","JAM","Unemployment","2008","6.666"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Jamaica","JAM","Unemployment","2009","7.314"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Jamaica","JAM","Unemployment","2010","7.63"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Jamaica","JAM","Unemployment","2011","8.034"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Jamaica","JAM","Unemployment","2012","8.695"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Jamaica","JAM","Unemployment","2013","9.698"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Jamaica","JAM","Unemployment","2015","13.511"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Jamaica","JAM","Unemployment","2017","7.399"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Jamaica","JAM","Unemployment","2019","4.987"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Jamaica","JAM","Unemployment","2021","5.188"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Jamaica","JAM","Unemployment","2023","3.022"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Cuba","CUB","Unemployment","2000","5.45"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Cuba","CUB","Unemployment","2002","3.31"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Cuba","CUB","Unemployment","2004","1.854"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Cuba","CUB","Unemployment","2006","1.913"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Cuba","CUB","Unemployment","2008","1.583"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Cuba","CUB","Unemployment","2009","1.67"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Cuba","CUB","Unemployment","2010","2.5"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Cuba","CUB","Unemployment","2011","3.18"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Cuba","CUB","Unemployment","2012","3.46"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Cuba","CUB","Unemployment","2013","3.29"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Cuba","CUB","Unemployment","2015","2.4"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Cuba","CUB","Unemployment","2017","1.7"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Cuba","CUB","Unemployment","2019",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Cuba","CUB","Unemployment","2021",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Cuba","CUB","Unemployment","2023",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Philippines","PHL","Unemployment","2000","11.189"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Philippines","PHL","Unemployment","2002",NA
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Philippines","PHL","Unemployment","2004","3.554"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Philippines","PHL","Unemployment","2006","4.052"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Philippines","PHL","Unemployment","2008","3.72"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Philippines","PHL","Unemployment","2009","3.858"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Philippines","PHL","Unemployment","2010","3.605"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Philippines","PHL","Unemployment","2011","3.592"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Philippines","PHL","Unemployment","2012","3.504"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Philippines","PHL","Unemployment","2013","3.497"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Philippines","PHL","Unemployment","2015","3.068"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Philippines","PHL","Unemployment","2017","2.552"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Philippines","PHL","Unemployment","2019","2.237"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Philippines","PHL","Unemployment","2021","3.398"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Philippines","PHL","Unemployment","2023",NA
